postcode,name,longitude,latitude
"GL9","Acton Turville, South Gloucestershire",51.557,-2.298
"GU1","Burpham, Surrey",51.243,-0.564
"GU10","",51.197,-0.796
"GU11","Farnborough, Hampshire",51.248,-0.761
"GU12","Aldershot, Hampshire",51.251,-0.731
"GU13","Church Crookham, Hampshire",51.274,-0.837
"GU14","Cove, Hampshire",51.293,-0.761
"GU15","Camberley, Surrey",51.334,-0.739
"GU16","Deepcut, Surrey",51.311,-0.729
"GU17","Blackwater, Hampshire",51.329,-0.785
"GU18","Lightwater, Surrey",51.349,-0.67
"GU19","Bagshot, Surrey",51.36,-0.69
"GU2","Onslow Village, Surrey",51.245,-0.592
"GU20","Windlesham, Surrey",51.368,-0.656
"GU21","Horsell, Surrey",51.32,-0.577
"GU22","Mayford, Surrey",51.312,-0.55
"GU23","Ockham, Surrey",51.297,-0.508
"GU24","Bisley, Surrey",51.329,-0.626
"GU25","Virginia Water, Surrey",51.401,-0.57
"GU26","Beacon Hill, Surrey",51.112,-0.746
"GU27","Camelsdale, Surrey",51.082,-0.718
"GU28","Balls Cross, West Sussex",50.99,-0.63
"GU29","Bepton, West Sussex",50.984,-0.746
"GU3","Compton, Surrey",51.246,-0.624
"GU30","Bramshott, Hampshire",51.074,-0.803
"GU31","Buriton, Hampshire",50.996,-0.902
"GU32","East Meon, Hampshire",51.008,-0.97
"GU33","Blackmoor, Hampshire",51.049,-0.891
"GU34","Alton, Hampshire",51.139,-0.983
"GU35","Arford, Hampshire",51.116,-0.846
"GU4","Blackheath, Surrey",51.243,-0.541
"GU46","Darby Green, Hampshire",51.337,-0.825
"GU47","Sandhurst, Berkshire",51.348,-0.788
"GU5","Albury Heath, Surrey",51.203,-0.515
"GU51","Albury Heath, Surrey",51.283,-0.84
"GU52","Albury Heath, Surrey",51.264,-0.838
"GU6","Alfold Crossways, Surrey",51.141,-0.482
"GU7","Busbridge, Surrey",51.189,-0.61
"GU8","Bowlhead Green, Surrey",51.151,-0.64
"GU9","Badshot Lea, Surrey",51.218,-0.793
"HA0","Alperton, Greater London",51.55,-0.304
"HA1","Greenhill, Greater London",51.58,-0.336
"HA2","Harrow, Greater London",51.574,-0.357
"HA3","Harrow Weald, Greater London",51.592,-0.32
"HA4","Ruislip, Greater London",51.57,-0.409
"HA5","Eastcote, Greater London",51.594,-0.385
"HA6","Eastbury, Hertfordshire",51.61,-0.42
"HA7","Stanmore, Greater London",51.61,-0.307
"HA8","Burnt Oak, Greater London",51.611,-0.272
"HA9","Brent, Greater London",51.559,-0.287
"HD1","Huddersfield, West Yorkshire",53.647,-1.788
"HD2","",53.668,-1.775
"HD3","Lindley, West Yorkshire",53.653,-1.828
"HD4","Almondbury, West Yorkshire",53.626,-1.796
"HD5","Kirkheaton, West Yorkshire",53.647,-1.746
"HD6","Brighouse, West Yorkshire",53.702,-1.782
"HD7","Austonley, West Yorkshire",53.624,-1.877
"HD8","Clayton West, West Yorkshire",53.601,-1.679
"HD9","",53.58,-1.795
"HG1","Bilton, North Yorkshire",54,-1.533
"HG2","",53.987,-1.526
"HG3","Beckwithshaw, North Yorkshire",54.031,-1.616
"HG4","Aldburgh, North Yorkshire",54.156,-1.566
"HG5","Arkendale, North Yorkshire",54.013,-1.457
"HP1","Bourne End, Hertfordshire",51.755,-0.488
"HP10","Flackwell Heath, Buckinghamshire",51.609,-0.702
"HP11","Wycombe Marsh, Buckinghamshire",51.624,-0.744
"HP12","Booker, Buckinghamshire",51.625,-0.778
"HP13","Downley, Buckinghamshire",51.633,-0.741
"HP14","",51.649,-0.828
"HP15","Cryers Hill, Buckinghamshire",51.656,-0.712
"HP16","Ballinger Common, Buckinghamshire",51.702,-0.717
"HP17","Aston Sandford, Buckinghamshire",51.776,-0.87
"HP18","Ashendon, Buckinghamshire",51.814,-0.982
"HP19","Bourne End, Hertfordshire",51.822,-0.825
"HP2","Gaddesden Row, Hertfordshire",51.762,-0.452
"HP20","Aylesbury, Buckinghamshire",51.819,-0.803
"HP21","Walton, Buckinghamshire",51.806,-0.805
"HP22","Aston Abbotts, Buckinghamshire",51.806,-0.766
"HP23","Aldbury, Hertfordshire",51.795,-0.66
"HP27","Askett, Buckinghamshire",51.719,-0.83
"HP3","Apsley, Hertfordshire",51.737,-0.47
"HP4","Berkhamsted, Hertfordshire",51.767,-0.567
"HP5","Ashley Green, Buckinghamshire",51.712,-0.608
"HP6","Chesham Bois, Buckinghamshire",51.678,-0.598
"HP7","Amersham, Buckinghamshire",51.665,-0.608
"HP8","Chalfont St Giles, Buckinghamshire",51.642,-0.573
"HP9","Beaconsfield, Buckinghamshire",51.61,-0.639
"HR1","Bartestree, Hereford and Worcester",52.064,-2.669
"HR2","Abbey Dore, Hereford and Worcester",52.01,-2.783
"HR3","Ailey, Hereford and Worcester",52.094,-3.075
"HR4","Birley, Hereford and Worcester",52.088,-2.766
"HR5","Bryngwyn, Powys",52.192,-3.027
"HR6","Ashton, Hereford and Worcester",52.233,-2.771
"HR7","Bredenbury, Hereford and Worcester",52.186,-2.521
"HR8","Ashperton, Hereford and Worcester",52.044,-2.444
"HR9","Aston Crews, Hereford and Worcester",51.908,-2.582
"HS1","Lacasdal, Western Isles",58.213,-6.381
"HS2","Achadh Mor, Western Isles",58.249,-6.468
"HS3","Abhainnsuidhe, Western Isles",57.879,-6.853
"HS4","Kennavay, Western Isles",57.87,-6.69
"HS5","An t-Ob, Western Isles",57.8,-6.961
"HS6","Baile Glas, Western Isles",57.601,-7.299
"HS7","Aird, Western Isles",57.447,-7.34
"HS8","",57.233,-7.346
"HS9","Allathasdal, Western Isles",56.972,-7.472
"HU1","Kingston upon Hull, Kingston upon Hull",53.743,-0.335
"HU10","Anlaby, E Riding of Yorkshire",53.752,-0.441
"HU11","Aldbrough, E Riding of Yorkshire",53.826,-0.22
"HU12","Burstwick, E Riding of Yorkshire",53.724,-0.13
"HU13","Hessle, E Riding of Yorkshire",53.725,-0.435
"HU14","North Ferriby, E Riding of Yorkshire",53.728,-0.5
"HU15","Brantingham, E Riding of Yorkshire",53.749,-0.622
"HU16","Cottingham, E Riding of Yorkshire",53.781,-0.419
"HU17","Arram, E Riding of Yorkshire",53.847,-0.427
"HU18","Hornsea, E Riding of Yorkshire",53.909,-0.167
"HU19","Hollym, E Riding of Yorkshire",53.723,0.036
"HU2","",53.75,-0.338
"HU20","Little Weighton, E Riding of Yorkshire",53.788,-0.513
"HU3","",53.742,-0.365
"HU4","",53.736,-0.4
"HU5","",53.76,-0.375
"HU6","Dunswell, E Riding of Yorkshire",53.781,-0.369
"HU7","Stoneferry, Kingston upon Hull",53.789,-0.325
"HU8","",53.769,-0.299
"HU9","Marfleet, Kingston upon Hull",53.756,-0.286
"HX1","Halifax, West Yorkshire",53.721,-1.87
"HX2","Holmfield, West Yorkshire",53.738,-1.904
"HX3","Boothtown, West Yorkshire",53.726,-1.844
"HX4","Barkisland, West Yorkshire",53.679,-1.88
"HX5","Elland, West Yorkshire",53.686,-1.835
"HX6","Booth Wood, West Yorkshire",53.698,-1.924
"HX7","Blackshaw Head, West Yorkshire",53.739,-2.007
"IG1","Ilford, Greater London",51.559,0.075
"IG10","High Beach, Essex",51.648,0.066
"IG11","Barking, Greater London",51.535,0.094
"IG2","Fairlop Waters, Greater London",51.574,0.082
"IG3","Seven Kings, Greater London",51.562,0.101
"IG4","",51.577,0.055
"IG5","",51.588,0.066
"IG6","Barkingside, Greater London",51.593,0.089
"IG7","Chigwell Row, Essex",51.613,0.089
"IG8","Woodford Bridge, Greater London",51.607,0.034
"IG9","Buckhurst Hill, Essex",51.623,0.04
"IP1","Akenham, Suffolk",52.067,1.142
"IP10","Brightwell, Suffolk",52.019,1.27
"IP11","Felixstowe, Suffolk",51.97,1.334
"IP12","Alderton, Suffolk",52.092,1.373
"IP13","Badingham, Suffolk",52.185,1.321
"IP14","Ashfield, Suffolk",52.206,1.035
"IP15","Aldeburgh, Suffolk",52.157,1.597
"IP16","Aldringham, Suffolk",52.204,1.586
"IP17","Carlton, Suffolk",52.23,1.503
"IP18","Blackwater, Suffolk",52.33,1.673
"IP19","All Saints South Elmham, Suffolk",52.34,1.495
"IP2","Chantry, Suffolk",52.045,1.136
"IP20","Alburgh, Norfolk",52.406,1.321
"IP21","Ashfield Green, Suffolk",52.364,1.236
"IP22","Blo Norton, Norfolk",52.376,1.053
"IP23","Bedingfield, Suffolk",52.307,1.125
"IP24","Barnham, Suffolk",52.419,0.759
"IP25","Ashill, Norfolk",52.586,0.84
"IP26","Bodney, Norfolk",52.508,0.577
"IP27","Brandon, Suffolk",52.43,0.586
"IP28","Barton Mills, Suffolk",52.326,0.549
"IP29","Barrow, Suffolk",52.193,0.663
"IP3","",52.041,1.188
"IP30","Beyton Green, Suffolk",52.209,0.837
"IP31","Ampton, Suffolk",52.291,0.828
"IP32","",52.254,0.717
"IP33","Bury St Edmunds, Suffolk",52.242,0.708
"IP4","",52.06,1.181
"IP5","Kesgrave, Suffolk",52.061,1.242
"IP6","Ashbocking, Suffolk",52.131,1.116
"IP7","Aldham, Suffolk",52.068,0.95
"IP8","Belstead, Suffolk",52.062,1.083
"IP9","Bentley, Suffolk",51.99,1.149
"IV1","Abersky, Highland",57.487,-4.231
"IV10","Balmungie, Highland",57.585,-4.126
"IV11","Craighead, Highland",57.677,-4.038
"IV12","Achindown, Highland",57.574,-3.864
"IV13","Balvraid, Highland",57.343,-4.013
"IV14","Auchterneed, Highland",57.586,-4.547
"IV15","Dingwall, Highland",57.599,-4.43
"IV16","Ardullie, Highland",57.665,-4.337
"IV17","Achandunie, Highland",57.7,-4.26
"IV18","Achnagarron, Highland",57.702,-4.155
"IV19","Aldie, Highland",57.805,-4.061
"IV2","Culcabock, Highland",57.468,-4.19
"IV20","Balaldie, Highland",57.786,-3.907
"IV21","Auchtercairn, Highland",57.724,-5.72
"IV22","Achgarve, Highland",57.742,-5.506
"IV23","Ardcharnich, Highland",57.773,-5.01
"IV24","Achnahanat, Highland",57.891,-4.355
"IV25","Achosnich, Highland",57.891,-4.042
"IV26","Achiltibuie, Highland",57.916,-5.173
"IV27","Achany, Highland",58.277,-4.8
"IV28","Ardochu, Highland",58.015,-4.157
"IV3","Abriachan, Highland",57.477,-4.245
"IV30","Altonside, Moray",57.654,-3.327
"IV31","Branderburgh, Moray",57.717,-3.289
"IV32","Auchenhalrig, Moray",57.632,-3.11
"IV36","Ardoch, Moray",57.611,-3.604
"IV4","Ardnagrask, Highland",57.448,-4.533
"IV40","Allt-na-subh, Highland",57.275,-5.65
"IV41","Kyleakin, Highland",57.274,-5.735
"IV42","Breakish, Highland",57.239,-5.829
"IV43","Camus Croise, Highland",57.156,-5.81
"IV44","Kilbeg, Highland",57.115,-5.874
"IV45","Aird of Sleat, Highland",57.067,-5.906
"IV46","Achnacloich, Highland",57.114,-5.984
"IV47","Bualintur, Highland",57.294,-6.344
"IV48","Sconser, Highland",57.311,-6.098
"IV49","Blackhill, Highland",57.228,-5.946
"IV5","Achnagairn, Highland",57.468,-4.411
"IV51","Balgown, Highland",57.481,-6.246
"IV52","Plockton, Highland",57.337,-5.651
"IV53","Achmore, Highland",57.344,-5.554
"IV54","Achintee, Highland",57.431,-5.616
"IV55","Balmore, Highland",57.459,-6.611
"IV56","Bracadale, Highland",57.366,-6.429
"IV6","Balvaird, Highland",57.526,-4.458
"IV63","Balvaird, Highland",57.323,-4.505
"IV7","Alcaig, Highland",57.584,-4.384
"IV8","Belmaduthy, Highland",57.554,-4.265
"IV9","Avoch, Highland",57.569,-4.177
"KA1","Adamhill, South Ayrshire",55.596,-4.496
"KA10","Barassie, South Ayrshire",55.549,-4.648
"KA11","Dreghorn, North Ayrshire",55.618,-4.626
"KA12","Irvine, North Ayrshire",55.619,-4.664
"KA13","Auchentiber, North Ayrshire",55.655,-4.699
"KA14","Glengarnock, North Ayrshire",55.74,-4.671
"KA15","Barrmill, North Ayrshire",55.748,-4.625
"KA16","Greenholm, East Ayrshire",55.607,-4.33
"KA17","Darvel, East Ayrshire",55.611,-4.282
"KA18","Afton Bridgend, East Ayrshire",55.451,-4.239
"KA19","Blairquhan, South Ayrshire",55.346,-4.667
"KA2","Crosshouse, East Ayrshire",55.596,-4.563
"KA20","Stevenston, North Ayrshire",55.641,-4.751
"KA21","Saltcoats, North Ayrshire",55.641,-4.783
"KA22","Ardrossan, North Ayrshire",55.65,-4.807
"KA23","Crosbie, North Ayrshire",55.691,-4.855
"KA24","Blairpark, North Ayrshire",55.71,-4.715
"KA25","Kilbirnie, North Ayrshire",55.753,-4.688
"KA26","Aldons, South Ayrshire",55.219,-4.834
"KA27","Balliekine, North Ayrshire",55.539,-5.172
"KA28","Ballochmartin, North Ayrshire",55.755,-4.924
"KA29","Fairlie, North Ayrshire",55.757,-4.853
"KA3","Cunninghamhead, North Ayrshire",55.644,-4.495
"KA30","Largs, North Ayrshire",55.797,-4.862
"KA4","Galston, East Ayrshire",55.599,-4.382
"KA5","Ballochmyle, East Ayrshire",55.51,-4.386
"KA6","Annbank, South Ayrshire",55.415,-4.505
"KA7","Alloway, South Ayrshire",55.448,-4.628
"KA8","New Prestwick, South Ayrshire",55.472,-4.612
"KA9","Monkton, South Ayrshire",55.497,-4.604
"KT1","Kingston upon Thames, Greater London",51.407,-0.297
"KT10","Claygate, Surrey",51.368,-0.354
"KT11","Cobham, Surrey",51.328,-0.402
"KT12","Hersham, Surrey",51.377,-0.407
"KT13","Weybridge, Surrey",51.368,-0.449
"KT14","Byfleet, Surrey",51.339,-0.486
"KT15","Addlestone, Surrey",51.363,-0.494
"KT16","Chertsey, Surrey",51.383,-0.514
"KT17","Epsom, Surrey",51.341,-0.248
"KT18","Headley, Surrey",51.317,-0.262
"KT19","Kingston upon Thames, Greater London",51.351,-0.267
"KT2","Norbiton, Greater London",51.416,-0.289
"KT20","Burgh Heath, Surrey",51.286,-0.23
"KT21","Ashtead, Surrey",51.311,-0.301
"KT22","Givons Grove, Surrey",51.301,-0.337
"KT23","Fetcham, Surrey",51.281,-0.37
"KT24","East Horsley, Surrey",51.269,-0.429
"KT3","New Malden, Greater London",51.399,-0.256
"KT4","Malden, Greater London",51.378,-0.242
"KT5","",51.392,-0.286
"KT6","Surbiton, Greater London",51.389,-0.299
"KT7","Thames Ditton, Surrey",51.389,-0.328
"KT8","East Molesey, Surrey",51.401,-0.363
"KT9","Chessington, Greater London",51.364,-0.301
"KW1","Ackergill, Highland",58.458,-3.121
"KW10","Aberscross, Highland",57.975,-3.975
"KW11","Achargary, Highland",58.305,-4.13
"KW12","Achies, Highland",58.506,-3.491
"KW13","Achiemore, Highland",58.455,-3.895
"KW14","Achina, Highland",58.589,-3.556
"KW15","Berstane, Orkney Islands",58.981,-2.959
"KW16","Aith, Orkney Islands",58.96,-3.274
"KW17","Abune-the-Hill, Orkney Islands",59.042,-3.003
"KW2","Bruan, Highland",58.349,-3.163
"KW3","Blackness, Highland",58.308,-3.279
"KW5","Achavanich, Highland",58.287,-3.382
"KW6","Achnaclyth, Highland",58.249,-3.442
"KW7","Badbea, Highland",58.187,-3.5
"KW8","Craggie, Highland",58.116,-3.664
"KW9","Achrimsdale, Highland",58.014,-3.858
"KY1","Coaltown of Wemyss, Fife",56.128,-3.137
"KY10","Abercrombie, Fife",56.231,-2.7
"KY11","Charlestown, Fife",56.047,-3.415
"KY12","Balgonar, Fife",56.077,-3.492
"KY13","Arlary, Perth and Kinross",56.208,-3.432
"KY14","Auchtermuchty, Fife",56.31,-3.239
"KY15","Baldinnie, Fife",56.3,-3.051
"KY16","Balmullo, Fife",56.342,-2.819
"KY2","Auchtertool, Fife",56.123,-3.182
"KY3","Aberdour, Fife",56.064,-3.23
"KY4","Cowdenbeath, Fife",56.115,-3.361
"KY5","Auchterderran, Fife",56.145,-3.294
"KY6","Auchmuirbridge, Fife",56.197,-3.197
"KY7","Balbirnie, Fife",56.197,-3.154
"KY8","Backmuir of New Gilston, Fife",56.197,-3.011
"KY9","Colinsburgh, Fife",56.21,-2.833
"L1","",53.402,-2.979
"L10","Aintree, Merseyside",53.474,-2.926
"L11","",53.448,-2.914
"L12","West Derby, Merseyside",53.435,-2.895
"L13","",53.417,-2.919
"L14","Knotty Ash, Merseyside",53.418,-2.879
"L15","",53.397,-2.919
"L16","Childwall, Merseyside",53.398,-2.887
"L17","Aigburth, Merseyside",53.378,-2.94
"L18","Allerton, Merseyside",53.38,-2.907
"L19","Garston, Merseyside",53.359,-2.902
"L2","",53.407,-2.989
"L20","Bootle, Merseyside",53.452,-2.988
"L21","Litherland, Merseyside",53.471,-2.999
"L22","Seaforth, Merseyside",53.477,-3.026
"L23","Crosby, Merseyside",53.491,-3.022
"L24","Speke, Merseyside",53.343,-2.836
"L25","Gateacre, Merseyside",53.378,-2.862
"L26","Halewood, Merseyside",53.364,-2.832
"L27","",53.388,-2.837
"L28","",53.435,-2.864
"L29","Lunt, Merseyside",53.507,-2.983
"L3","Liverpool, Merseyside",53.409,-2.983
"L30","Ford, Merseyside",53.484,-2.971
"L31","Lydiate, Merseyside",53.513,-2.937
"L32","Kirkby, Merseyside",53.478,-2.888
"L33","",53.489,-2.875
"L34","Knowsley, Merseyside",53.437,-2.815
"L35","Rainhill Stoops, Merseyside",53.415,-2.782
"L36","Huyton, Merseyside",53.414,-2.84
"L37","Formby, Merseyside",53.557,-3.062
"L38","Hightown, Merseyside",53.524,-3.05
"L39","Aughton Park, Lancashire",53.562,-2.896
"L4","",53.438,-2.96
"L40","Bescar, Lancashire",53.602,-2.841
"L5","",53.425,-2.975
"L6","",53.419,-2.95
"L69","",53.407,-2.974
"L7","",53.406,-2.948
"L70","",53.409,-2.97
"L8","",53.39,-2.962
"L9","Walton, Merseyside",53.461,-2.952
"LA1","Lancaster, Lancashire",54.046,-2.799
"LA10","Cautley, Cumbria",54.314,-2.493
"LA11","Allithwaite, Cumbria",54.2,-2.924
"LA12","Aldingham, Cumbria",54.203,-3.082
"LA13","Dendron, Cumbria",54.118,-3.198
"LA14","Barrow-in-Furness, Cumbria",54.118,-3.23
"LA15","Dalton-in-Furness, Cumbria",54.156,-3.178
"LA16","Askam in Furness, Cumbria",54.186,-3.202
"LA17","Beck Side, Cumbria",54.239,-3.175
"LA18","Broadgate, Cumbria",54.215,-3.275
"LA19","Annaside, Cumbria",54.293,-3.375
"LA2","Abbeystead, Lancashire",54.066,-2.673
"LA20","Bank End, Cumbria",54.294,-3.205
"LA21","Bowmanstead, Cumbria",54.364,-3.072
"LA22","Ambleside, Cumbria",54.422,-2.987
"LA23","Bowness-on-Windermere, Cumbria",54.371,-2.911
"LA3","Heaton, Lancashire",54.051,-2.877
"LA4","Morecambe, Lancashire",54.07,-2.852
"LA5","Arnside, Cumbria",54.143,-2.79
"LA6","Arkholme, Lancashire",54.176,-2.611
"LA7","Beetham, Cumbria",54.226,-2.772
"LA8","Beck Foot, Cumbria",54.323,-2.759
"LA9","Burneside, Cumbria",54.325,-2.742
"LD1","Abbeycwmhir, Powys",52.261,-3.365
"LD2","Aberduhonw, Powys",52.141,-3.393
"LD3","Abercynafon, Powys",51.96,-3.371
"LD4","Cefn-gorwydd, Powys",52.118,-3.555
"LD5","Abergwesyn, Powys",52.127,-3.616
"LD6","Bwlch-y-sarnau, Powys",52.309,-3.508
"LD7","Beguildy, Powys",52.352,-3.085
"LD8","Burlingjobb, Powys",52.268,-3.043
"LE1","Leicester, Leicester",52.634,-1.128
"LE10","Aston Flamville, Leicestershire",52.537,-1.368
"LE11","Loughborough, Leicestershire",52.769,-1.216
"LE12","Barrow upon Soar, Leicestershire",52.766,-1.192
"LE13","Melton Mowbray, Leicestershire",52.765,-0.885
"LE14","Ab Kettleby, Leicestershire",52.784,-0.895
"LE15","Allexton, Leicestershire",52.656,-0.701
"LE16","Arthingworth, Northamptonshire",52.486,-0.892
"LE17","Ashby Magna, Leicestershire",52.467,-1.177
"LE18","Kilby, Leicestershire",52.583,-1.111
"LE2","Aylestone, Leicester",52.609,-1.115
"LE3","Braunstone, Leicester",52.628,-1.181
"LE4","Belgrave, Leicester",52.663,-1.123
"LE5","Humberstone, Leicester",52.636,-1.086
"LE6","Groby, Leicestershire",52.663,-1.242
"LE65","Ashby de la Zouch, Leicestershire",52.748,-1.468
"LE67","Bagworth, Leicestershire",52.716,-1.36
"LE7","Anstey, Leicestershire",52.678,-1.068
"LE8","Arnesby, Leicestershire",52.553,-1.098
"LE9","Barwell, Leicestershire",52.57,-1.287
"LL11","Brymbo, Wrexham",53.063,-3.035
"LL12","Burton Green, Wrexham",53.086,-2.988
"LL13","Bangor-is-y-coed, Wrexham",53.036,-2.96
"LL14","Acrefair, Wrexham",52.992,-3.051
"LL15","Bontuchel, Denbighshire",53.103,-3.315
"LL16","Bodfari, Denbighshire",53.185,-3.432
"LL17","Graig, Denbighshire",53.253,-3.435
"LL18","Bodelwyddan, Denbighshire",53.31,-3.475
"LL19","Gronant, Flintshire",53.331,-3.408
"LL20","Dolywern, Wrexham",52.959,-3.159
"LL21","Bethel, Gwynedd",52.99,-3.409
"LL22","Abergele, Conwy",53.269,-3.593
"LL23","Bala, Gwynedd",52.905,-3.6
"LL24","Betws-y-coed, Conwy",53.057,-3.785
"LL25","Blaenau Dolwyddelan, Conwy",53.054,-3.878
"LL26","Capel Garmon, Conwy",53.139,-3.785
"LL27","Trefriw, Conwy",53.147,-3.824
"LL28","Bryn-y-maen, Conwy",53.288,-3.76
"LL29","Colwyn Bay, Conwy",53.289,-3.708
"LL30","Gogarth, Conwy",53.318,-3.815
"LL31","Deganwy, Conwy",53.291,-3.81
"LL32","Caerhun, Conwy",53.26,-3.839
"LL33","Abergwyngregyn, Gwynedd",53.25,-3.98
"LL34","Capelulo, Conwy",53.271,-3.912
"LL35","Aberdyfi, Gwynedd",52.547,-4.041
"LL36","Abergynolwyn, Gwynedd",52.604,-4.063
"LL37","Llwyngwril, Gwynedd",52.666,-4.083
"LL38","Fairbourne, Gwynedd",52.698,-4.039
"LL39","Arthog, Gwynedd",52.711,-4.011
"LL40","Abergwynant, Gwynedd",52.756,-3.875
"LL41","Bethania, Gwynedd",52.969,-3.938
"LL42","Barmouth, Gwynedd",52.725,-4.054
"LL43","Tal-y-bont, Gwynedd",52.774,-4.092
"LL44","Coed Ystumgwern, Gwynedd",52.791,-4.096
"LL45","Llanbedr, Gwynedd",52.82,-4.095
"LL46","Eisingrug, Gwynedd",52.854,-4.106
"LL47","Talsarnau, Gwynedd",52.902,-4.062
"LL48","Cae Ddafydd, Gwynedd",52.936,-4.07
"LL49","Borth-y-Gest, Gwynedd",52.929,-4.138
"LL51","Bryncir, Gwynedd",52.974,-4.238
"LL52","Criccieth, Gwynedd",52.925,-4.24
"LL53","Aber, Gwynedd",52.884,-4.491
"LL54","Aberdesach, Gwynedd",53.059,-4.285
"LL55","Beddgelert, Gwynedd",53.134,-4.204
"LL56","Y Felinheli, Gwynedd",53.187,-4.199
"LL57","Bangor, Gwynedd",53.207,-4.111
"LL58","Beaumaris, Isle of Anglesey",53.28,-4.099
"LL59","Llandegfan, Isle of Anglesey",53.235,-4.159
"LL60","Gaerwen, Isle of Anglesey",53.215,-4.27
"LL61","Brynsiencyn, Isle of Anglesey",53.195,-4.262
"LL62","Aberffraw, Isle of Anglesey",53.21,-4.385
"LL63","",53.219,-4.471
"LL64","Llanfaelog, Isle of Anglesey",53.228,-4.517
"LL65","Bodedern, Isle of Anglesey",53.301,-4.569
"LL66","Rhosgoch, Isle of Anglesey",53.381,-4.405
"LL67","Cemaes, Isle of Anglesey",53.411,-4.456
"LL68","Amlwch Port, Isle of Anglesey",53.398,-4.377
"LL69","Penysarn, Isle of Anglesey",53.386,-4.318
"LL70","Dulas, Isle of Anglesey",53.364,-4.287
"LL71","Ceidio, Isle of Anglesey",53.327,-4.368
"LL72","Moelfre, Isle of Anglesey",53.35,-4.24
"LL73","Llanallgo, Isle of Anglesey",53.335,-4.244
"LL74","Benllech, Isle of Anglesey",53.316,-4.232
"LL75","Pentraeth, Isle of Anglesey",53.283,-4.218
"LL76","Llanbedrgoch, Isle of Anglesey",53.301,-4.238
"LL77","Bodffordd, Isle of Anglesey",53.26,-4.311
"LL78","Brynteg, Isle of Anglesey",53.317,-4.262
"LN1","Brampton, Lincolnshire",53.259,-0.587
"LN10","Kirkby on Bain, Lincolnshire",53.158,-0.217
"LN11","Alvingham, Lincolnshire",53.373,0.024
"LN12","Mablethorpe, Lincolnshire",53.329,0.266
"LN13","Aby, Lincolnshire",53.265,0.184
"LN2","Atterby, Lincolnshire",53.255,-0.508
"LN3","Apley, Lincolnshire",53.243,-0.419
"LN4","Ashby de la Launde, Lincolnshire",53.15,-0.384
"LN5","Aubourn, Lincolnshire",53.172,-0.556
"LN6","Boultham, Lincolnshire",53.203,-0.594
"LN7","Cabourne, Lincolnshire",53.492,-0.343
"LN8","Claxby, Lincolnshire",53.373,-0.324
"LN9","Ashby Puerorum, Lincolnshire",53.217,-0.111
"LS1","Leeds, West Yorkshire",53.797,-1.548
"LS10","Middleton, West Yorkshire",53.762,-1.531
"LS11","Beeston, West Yorkshire",53.776,-1.556
"LS12","New Farnley, West Yorkshire",53.791,-1.596
"LS13","Leeds, West Yorkshire",53.81,-1.634
"LS14","Scarcroft, West Yorkshire",53.828,-1.456
"LS15","Barwick in Elmet, West Yorkshire",53.806,-1.444
"LS16","Adel, West Yorkshire",53.851,-1.602
"LS17","Alwoodley Park, West Yorkshire",53.859,-1.527
"LS18","Horsforth, West Yorkshire",53.841,-1.641
"LS19","Rawdon, West Yorkshire",53.86,-1.683
"LS2","Leeds, West Yorkshire",53.801,-1.545
"LS20","Guiseley, West Yorkshire",53.873,-1.713
"LS21","Askwith, North Yorkshire",53.911,-1.679
"LS22","Bickerton, North Yorkshire",53.932,-1.394
"LS23","Boston Spa, West Yorkshire",53.904,-1.354
"LS24","Barkston, North Yorkshire",53.87,-1.252
"LS25","Aberford, West Yorkshire",53.785,-1.33
"LS26","Great Preston, West Yorkshire",53.752,-1.448
"LS27","Churwell, West Yorkshire",53.749,-1.602
"LS28","Calverley, West Yorkshire",53.802,-1.669
"LS29","Addingham, West Yorkshire",53.92,-1.803
"LS3","",53.801,-1.56
"LS4","",53.809,-1.581
"LS5","Kirkstall, West Yorkshire",53.819,-1.601
"LS6","",53.82,-1.568
"LS7","Chapel Allerton, West Yorkshire",53.818,-1.539
"LS8","Gledhow, West Yorkshire",53.824,-1.509
"LS9","Halton, Leeds",53.799,-1.509
"LU1","Caddington, Bedfordshire",51.874,-0.424
"LU2","Cockernhoe, Hertfordshire",51.892,-0.395
"LU3","Limbury, Luton",51.909,-0.442
"LU4","Chalton, Bedfordshire",51.898,-0.467
"LU5","Fancott, Bedfordshire",51.909,-0.513
"LU6","Church End, Bedfordshire",51.877,-0.536
"LU7","Billington, Bedfordshire",51.909,-0.664
"M1","Manchester, Greater Manchester",53.477,-2.235
"M11","",53.479,-2.18
"M12","Levenshulme, Greater Manchester",53.464,-2.201
"M13","Rusholm, Greater Manchester",53.461,-2.215
"M14","",53.448,-2.224
"M15","",53.466,-2.25
"M16","",53.455,-2.263
"M17","Trafford Park, Greater Manchester",53.469,-2.318
"M18","Gorton, Greater Manchester",53.461,-2.169
"M19","Burnage, Greater Manchester",53.437,-2.195
"M2","Manchester, Greater Manchester",53.48,-2.243
"M20","Didsbury, Greater Manchester",53.425,-2.23
"M21","Chorlton-cum-Hardy, Greater Manchester",53.438,-2.271
"M22","Moss Nook, Greater Manchester",53.386,-2.258
"M23","Baguley, Greater Manchester",53.399,-2.287
"M24","Birch, Greater Manchester",53.551,-2.196
"M25","Prestwich, Greater Manchester",53.528,-2.275
"M26","Prestolee, Greater Manchester",53.562,-2.333
"M27","Pendlebury, Greater Manchester",53.512,-2.337
